Time,Latitude,Longitude,Depth,Altitude,Event
2022-11-07 00:00:30,364969.78125,2190304.5,1345.723022,0,채집 시작
2022-11-07 00:08:37,364971.1875,2190302.75,1345.572021,0,채집 완료 Point 이
2022-11-07 00:15:10,365019.9375,2190338.25,1346.177979,0,Point 안착
2022-11-07 00:26:21,365026.6875,2190353.0,1345.732056,0,이동된 Point 안착 채집 실
2022-11-07 00:31:04,365022.53125,2190358.5,1346.128052,0,채집 완
2022-11-07 00:33:03,365023.59375,2190346.25,1345.712036,0,Point 이동
2022-11-07 00:36:17,365026.0625,2190344.25,1346.786987,0,ROV 재탐사를 위한 회수 진행
2022-11-07 00:40:11,365030.1875,2190380.25,1331.58606,0,TMS 테더 정리 
2022-11-07 00:48:52,364975.25,2190355.0,1343.689941,0,테더 정리후 재탐
2022-11-07 00:51:24,364971.0,2190336.25,1347.96106,0,ROV 바닥 안착후 안정화 진행
2022-11-07 00:54:49,364962.125,2190364.0,1346.779053,0,Point 이
2022-11-07 00:56:00,364968.65625,2190368.0,1347.968018,0,Point 안착
