Time,Latitude,Longitude,Depth,Altitude,Event
2022-11-06 19:08:37,365488.875,2190321.0,1006.81897,0,시스템 점
2022-11-06 19:25:18,365500.0,2190332.25,1314.993042,0,alt : 20 작업 지역 도달 3분간 대기
2022-11-06 19:26:48,365531.03125,2190332.0,1310.196045,0,Depessor Open
2022-11-06 19:27:43,365524.28125,2190340.75,1310.345947,0,pay out Rov 전
2022-11-06 19:29:03,365525.46875,2190336.75,1311.96106,0,swim out 
2022-11-06 19:41:51,365496.375,2190297.0,1326.264038,0,바닥 착
2022-11-06 19:43:00,365494.75,2190307.25,1329.225952,0,바닥 안
2022-11-06 19:45:51,365515.4375,2190299.0,1330.43103,0,ROV 안착후 안정화
2022-11-06 19:47:43,365564.1875,2190316.0,1325.895996,0,Manipulation 작동 Test
2022-11-06 19:51:05,365515.375,2190307.0,1330.696045,0,ROV 탐사 방향 이동
2022-11-06 19:53:20,365505.0,2190295.25,1330.916992,0,채집을 위한 ROV 착륙
2022-11-06 19:53:30,365515.9375,2190298.0,1330.776978,0,ROV 안정화 진
2022-11-06 19:58:43,365521.625,2190291.0,1330.417969,0,ROV안정화 완료 Manipulation 채집 시작
